address,price,details,bedrooms,bathrooms,category,city
"1665 The Collegeway #1907, Mississauga, ON L5L 0A9",409500.0,1 bd1 ba888 sqft- Condo for sale,1.0,1.0,Condo,Mississauga
"3230 Flagstone Dr, Mississauga, ON L5M 7T8",1099900.0,"3 bds-- ba2,010 sqft- House for sale",3.0,,House,Mississauga
"5231 Astwell Ave, Mississauga, ON L5R 3H8",1299900.0,"5 bds4 ba1,586 sqft- House for sale",5.0,4.0,House,Mississauga
"1665 The Collegeway UNIT 1902, Mississauga, ON L5L 0A9",550000.0,"2 bds2 ba1,096 sqft- Condo for sale",2.0,2.0,Condo,Mississauga
"1212 Clarkson Rd N, Mississauga, ON L5J 2W2",5250000.0,5 bds3 ba- House for sale,5.0,3.0,House,Mississauga
"483 Bob O Link Rd, Mississauga, ON L5J 2P3",3980000.0,"4 bds6 ba7,045 sqft- House for sale",4.0,6.0,House,Mississauga
"2285 Shawanaga Trl, Mississauga, ON L5H 3X6",4688800.0,"7 bds7 ba6,000 sqft- House for sale",7.0,7.0,House,Mississauga
"1343 Blythe Rd, Mississauga, ON L5H 2C2",29800000.0,"7 bds10 ba12,553 sqft- House for sale",7.0,10.0,House,Mississauga
"5 Godfreys Ln, Mississauga, ON L5H 2T1",1698000.0,"3 bds4 ba2,435 sqft- Townhouse for sale",3.0,4.0,Townhouse,Mississauga
"1470 Mississauga Rd, Mississauga, ON L5H 2J8",13900000.0,"9 bds11 ba17,087 sqft- House for sale",9.0,11.0,House,Mississauga
"4850 Glen Erin Dr #801, Mississauga, ON L5M 7S1",499000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"1606 Watersedge Rd, Mississauga, ON L5J 1A4",7588000.0,"4 bds7 ba7,738 sqft- House for sale",4.0,7.0,House,Mississauga
"1372 Kenmuir Ave, Mississauga, ON L5G 4B4",1499850.0,-- sqft lot- Lot / Land for sale,,,Unknown,Mississauga
"2681 Mississauga Rd, Mississauga, ON L5H 2L6",4390000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Mississauga
"7619 Almadale Ct, Mississauga, ON L4T 3G2",1399000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"5654 Highway 7, Halton Hills, ON L5J 2L7",1798888.0,3 bds1 ba- House for sale,3.0,1.0,House,Halton Hills
"640 Farwell Cres, Mississauga, ON L5R 2A7",1299900.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"7240 Custer Cres, Mississauga, ON L4T 3K7",1099000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"4070 Confederation Pkwy #1402, Mississauga, ON L5B 0E9",669900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"8 Nahani Way #818, Mississauga, ON L4Z 4K2",535000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Mississauga
"1515 Lakeshore Rd E #104, Mississauga, ON L5E 3E3",679888.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"366 Harrowsmith Dr, Mississauga, ON L5R 1P7",1399000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"208 Enfield Pl #3108, Mississauga, ON L5B 0G8",599000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"194 Wyndham St, Mississauga, ON L5M 1N5",899900.0,4 bds2 ba- House for sale,4.0,2.0,House,Mississauga
"60 Absolute Ave #3804, Mississauga, ON L4Z 0A9",549813.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Mississauga
"1300 Mississauga Valley Blvd #1002, Mississauga, ON L5A 3S8",579900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"4055 Parkside Village Dr #2714, Mississauga, ON L5B 0K2",549000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"50 Kingsbridge Garden Cir #1105, Mississauga, ON L5R 1Y2",525000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1575 Lakeshore Rd W #451, Mississauga, ON L5J 0B1",989900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3700 Kaneff Cres SPACE 3, Mississauga, ON L5A 4B8",595000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"614 Curzon Ave, Mississauga, ON L5G 1P8",2299000.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"1548 Carolyn Rd, Mississauga, ON L5M 2E1",1649000.0,2 bds2 ba- House for sale,2.0,2.0,House,Mississauga
"36 Harborn Rd, Mississauga, ON L5B 1A4",2388000.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"3975 Grand Park Dr #4406, Mississauga, ON L5B 0K4",565000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"6828 Gracefield Dr, Mississauga, ON L5N 6T6",950000.0,6 bds3 ba- House for sale,6.0,3.0,House,Mississauga
"6960 Pamplona Mews, Mississauga, ON L5N 1S4",799900.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"400 Bloor St #61, Mississauga, ON L5A 3M8",749000.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Mississauga
"1019 Strathy Ave, Mississauga, ON L5E 2J5",1299900.0,3 bds1 ba- House for sale,3.0,1.0,House,Mississauga
"2665 Windwood Dr #201, Mississauga, ON L5N 2P2",499900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"5223 Fairford Cres N #12, Mississauga, ON L5V 2M6",798900.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Mississauga
"3602 Copernicus Dr, Mississauga, ON L5B 3L1",1199000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"7306 Aldercrest Dr, Mississauga, ON L5N 7T3",1149000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"3153 Mission Hill Dr, Mississauga, ON L5M 0B2",2040000.0,7 bds6 ba- House for sale,7.0,6.0,House,Mississauga
"1140B Haig Blvd, Mississauga, ON L5E 2N3",999000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"410 Barondale Dr, Mississauga, ON L4Z 3V1",1377700.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"220 Burnhamthorpe Rd W UNIT 715, Mississauga, ON L5B 4N4",669999.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3939 Duke Of York Blvd PENTHOUSE 6, Mississauga, ON L5B 4N2",899900.0,"2 bds3 ba1,462 sqft- Condo for sale",2.0,3.0,Condo,Mississauga
"1140A Haig Blvd, Mississauga, ON L5E 2N3",999000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"1140 Haig Blvd, Mississauga, ON L5E 2M7",1998000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"3360 Council Ring Rd #48, Mississauga, ON L5L 2E4",789999.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Mississauga
"3020 Cedarglen Gate #20, Mississauga, ON L5C 4S7",759000.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Mississauga
"1538 Trimble Ct, Mississauga, ON L5G 3K9",1990000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"6378 Western Skies Way, Mississauga, ON L5W 1H5",1699999.0,5 bds5 ba- House for sale,5.0,5.0,House,Mississauga
"2055 Stonehouse Cres, Mississauga, ON L5H 3H9",2299900.0,4 bds1 ba- House for sale,4.0,1.0,House,Mississauga
"1035 Southdown Rd #1711, Mississauga, ON L5J 0A2",1029900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"75 King St E #1412, Mississauga, ON L5A 4G5",580000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"945 Meadow Wood Rd, Mississauga, ON L5J 2S8",2798000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"7527 Netherwood Rd, Mississauga, ON L4T 2N8",1149000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"24 Elm St #3602, Mississauga, ON L5B 1L9",699000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2676 Folkway Dr #74, Mississauga, ON L5L 2G5",749999.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"4055 Parkside Village Dr #2220, Mississauga, ON L5B 0K2",719900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"6 Ripon St, Mississauga, ON L4T 1E2",2499000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Mississauga
"1919 Britannia Rd W, Mississauga, ON L5M 1P4",1349000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"7169 Tabbyman Walk, Mississauga, ON L5W 1H4",999900.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"3437 Autumnleaf Cres, Mississauga, ON L5L 1K6",1220000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"285 Enfield Pl #301, Mississauga, ON L5B 3Y6",575000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"3982 Janice Dr, Mississauga, ON L5M 7Y4",949900.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"1300 Mississauga Valley Blvd UNIT 1211, Mississauga, ON L5A 3S8",598888.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"5075 Creditview Rd, Mississauga, ON L5V 1R8",1699000.0,7 bds5 ba- House for sale,7.0,5.0,House,Mississauga
"5181 Angel Stone Dr, Mississauga, ON L5M 0L5",998888.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"LOT 20 Longview Pl #N/A, Mississauga, ON L5W 1V3",1699000.0,5 bds4 ba- House for sale,5.0,4.0,House,Mississauga
"8 Nahani Way #808, Mississauga, ON L4Z 4K2",585000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"370 Square One Dr #19, Mississauga, ON L5B 0E6",899000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"847 Winterton Way, Mississauga, ON L5V 1Z5",1375000.0,4 bds6 ba- House for sale,4.0,6.0,House,Mississauga
"4462 Idlewilde Cres, Mississauga, ON L5M 4E8",1750000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"2167 Gordon Dr, Mississauga, ON L5B 1S7",2450000.0,0.34 acres lot- Lot / Land for sale,,,Unknown,Mississauga
"3609 Queenston Dr, Mississauga, ON L5C 2G9",1099900.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"7707 Darcel Ave #35, Mississauga, ON L4T 3W9",649000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Mississauga
"4241 Tomken Rd, Mississauga, ON L4W 1J7",1499000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"349 Rathburn Rd W #1701, Mississauga, ON L5B 0K6",519900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"5294 Tiffany Ct, Mississauga, ON L5M 5G9",3200000.0,6 bds8 ba- House for sale,6.0,8.0,House,Mississauga
"5210 Symphony Ct, Mississauga, ON L5M 2M9",3299000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"7583 Wildfern Dr, Mississauga, ON L4T 3P7",819000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"5035 9th Line #3, Mississauga, ON L5M 0E6",799800.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"Exchange District, Mississauge, ON L5L 1C6",950000.0,Studio-- ba- House for sale,,,House,Mississauge
"Ex2, Mississauga, ON L5B 1M7",800000.0,Studio-- ba- Condo for sale,,,Condo,Mississauga
"Condominiums At Sq, One District Toronto, ON L5B 0E6",550000.0,Studio-- ba- Condo for sale,,,Condo,One District Toronto
"Square One District, Mississauga, ON L5B 0E6",550000.0,Studio-- ba- Condo for sale,,,Condo,Mississauga
"4090 Living Arts Dr #2708, Mississauga, ON L5B 4M8",609000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2010 Lushes Ave, Mississauga, ON L5J 1H2",1249990.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Mississauga
"3601 Golden Orchard Dr, Mississauga, ON L4Y 3H9",1359000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"4292 Hickory Dr, Mississauga, ON L4W 1L2",2349900.0,3 bds5 ba- House for sale,3.0,5.0,House,Mississauga
"903 The Greenway Way, Mississauga, ON L5G 1P7",1750000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"3724 Pearlstone Dr, Mississauga, ON L5M 7H1",1499000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"1010 Albertson Cres, Mississauga, ON L5H 3C7",3499000.0,5 bds5 ba- House for sale,5.0,5.0,House,Mississauga
"3980 Nightshade Ln, Mississauga, ON L5N 7J3",799000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"3030 Breakwater Ct #310, Mississauga, ON L5B 4N7",799900.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Mississauga
"173 N Service Rd, Mississauga, ON L5A 1A4",1250000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"770 Othello Ct, Mississauga, ON L5W 1Y3",719000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"3550 Laddie Cres, Mississauga, ON L4T 1N1",835000.0,Studio-- ba- House for sale,,,House,Mississauga
"1333 Bloor St #1215, Mississauga, ON L4Y 3T6",539900.0,2 bds1 ba999 sqft- Condo for sale,2.0,1.0,Condo,Mississauga
"50 Benson Ave, Mississauga, ON L5H 2P4",1588000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"1063 Felicity Cres, Mississauga, ON L5V 0B2",999000.0,3 bds5 ba- Townhouse for sale,3.0,5.0,Townhouse,Mississauga
"2125 Lynchmere Ave, Mississauga, ON L5B 1W7",1988000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Mississauga
"451 Country Club Cres, Mississauga, ON L5J 2P9",6588000.0,6 bds9 ba- House for sale,6.0,9.0,House,Mississauga
"4460 Tucana Ct #1012, Mississauga, ON L5R 3K9",499000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"4080 Living Arts Dr #3003, Mississauga, ON L5B 4N3",825000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3055 Tomken Rd #351, Mississauga, ON L4Y 3X9",449900.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Mississauga
"3288 Barchester Ct, Mississauga, ON L5L 5Z1",3290000.0,9 bds8 ba- House for sale,9.0,8.0,House,Mississauga
"LOT 30 Longview Pl, Mississauga, ON L5W 1V3",1499000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"1858 Grosvenor Pl, Mississauga, ON L5L 3V5",2199000.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"5288 Tiffany Ct, Mississauga, ON L5M 5G9",2999000.0,6 bds6 ba- House for sale,6.0,6.0,House,Mississauga
"1372 Godwick Dr, Mississauga, ON L5N 7X3",779000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"2825 Bushland Cres, Mississauga, ON L5J 1Y1",1999000.0,4 bds6 ba- House for sale,4.0,6.0,House,Mississauga
"1575 Lakeshore Rd W #426, Mississauga, ON L5J 0B1",734888.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"349 Rathburn Rd W UNIT 1711, Mississauga, ON L5B 0K6",538000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"951 Chippenham Dr, Mississauga, ON L5H 3S6",1349000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"349 Rathburn Rd W #2311, Mississauga, ON L5B 0K6",538888.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"3241 Barchester Ct, Mississauga, ON L5L 5Z1",3288000.0,"6 bds9 ba5,000 sqft- House for sale",6.0,9.0,House,Mississauga
"35 Kingsbridge Garden Cir UNIT 2607, Mississauga, ON L5R 3Z5",699000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"199 Hillcrest Ave #10, Mississauga, ON L5B 4L5",879000.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Mississauga
"1 Hurontario St #518, Mississauga, ON L5G 0A3",924900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"4090 Living Arts Dr #2107, Mississauga, ON L5B 4M8",540000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"383 Prince Of Wales Dr #115, Mississauga, ON L5B 0C7",999999.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Mississauga
"2393 Chilsworthy Ave, Mississauga, ON L5B 2R4",1599900.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"2035 Heartwood Ct, Mississauga, ON L5C 4P7",1699000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Mississauga
"5475 Mcfarren Blvd, Mississauga, ON L5M 5X9",1749000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"55 Kingsbridge Garden Cir #1813, Mississauga, ON L5R 1Y1",710000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"6854 2nd Line W, Mississauga, ON L5W 1M9",3990000.0,5 bds7 ba- House for sale,5.0,7.0,House,Mississauga
"8 Nahani Way #125, Mississauga, ON L4Z 4K2",899000.0,4 bds3 ba- Condo for sale,4.0,3.0,Condo,Mississauga
"1893 Stevington Cres, Mississauga, ON L5N 7S5",949000.0,3 bds4 ba- Condo for sale,3.0,4.0,Condo,Mississauga
"1320 Mississauga Valley Blvd #415, Mississauga, ON L5A 3S9",579999.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"1467 Woodeden Dr, Mississauga, ON L5H 2V1",4499000.0,5 bds7 ba- House for sale,5.0,7.0,House,Mississauga
"M3 In Mississauga 425 Webb Dr, Missisauga, ON L5B 3Z7",300000.0,Studio-- ba- Condo for sale,,,Condo,Missisauga
"151 City Centre Dr, Mississauga, ON L5B 1M7",905400.0,Studio-- ba- Condo for sale,,,Condo,Mississauga
"510 Curran Pl #3903, Mississauga, ON L5B 0J8",559000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"4090 Living Arts Dr #3107, Mississauga, ON L5B 4M8",789000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1547 Broadmoor Ave, Mississauga, ON L5G 3T7",3999000.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"392 Country Club Cres, Mississauga, ON L5J 2P8",3750000.0,4 bds6 ba- House for sale,4.0,6.0,House,Mississauga
"3078 Parkerhill Rd, Mississauga, ON L5B 1V5",2099900.0,2 bds1 ba- House for sale,2.0,1.0,House,Mississauga
"1093 Fleet St, Mississauga, ON L5H 3P4",2588000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"3888 Duke Of York Blvd PENTHOUSE 28, Mississauga, ON L5B 4P5",699900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"4080 Living Arts Dr, Mississauga, ON L5B 4N3",415000.0,2 bds1 ba569 sqft- Condo for sale,2.0,1.0,Condo,Mississauga
"1300 Bloor St PENTHOUSE 10, Mississauga, ON L4Y 3Z2",1498000.0,4 bds2 ba- Condo for sale,4.0,2.0,Condo,Mississauga
"8 Nahani Way #3406, Mississauga, ON L4Z 4K2",615000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"8 Nahani Way #101, Mississauga, ON L4Z 4K2",999900.0,4 bds3 ba- Condo for sale,4.0,3.0,Condo,Mississauga
"1887 Kirkwall Cres, Mississauga, ON L4X 1N9",1299999.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"208 Enfield Pl #3805, Mississauga, ON L5B 0G8",544900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Mississauga
"5025 Four Springs Ave #106, Mississauga, ON L5R 0G5",859900.0,4 bds3 ba- Condo for sale,4.0,3.0,Condo,Mississauga
"1129 Indian Rd, Mississauga, ON L5H 1R8",4695000.0,4 bds8 ba- House for sale,4.0,8.0,House,Mississauga
"3025 The Credit Woodlands #234, Mississauga, ON L5C 2V3",567000.0,"4 bds1 ba1,500 sqft- House for sale",4.0,1.0,House,Mississauga
"349 Rathburn Rd #2015, Mississauga, ON L5B 0K6",659000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3210 Martins Pine Ct W, Mississauga, ON L5L 1G1",879900.0,4 bds2 ba- Condo for sale,4.0,2.0,Condo,Mississauga
"215 Briarhill Dr, Mississauga, ON L5G 2N4",2400000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"1160 Birchview Dr, Mississauga, ON L5H 3C8",3188000.0,4 bds7 ba- House for sale,4.0,7.0,House,Mississauga
"3504 Hurontario St #206, Mississauga, ON L5B 0B9",479900.0,1 bd1 ba544 sqft- Condo for sale,1.0,1.0,Condo,Mississauga
"830 Scollard Ct #12, Mississauga, ON L5V 0A2",474900.0,1 bd1 ba842 sqft- Condo for sale,1.0,1.0,Condo,Mississauga
"3369 Cawthra Rd, Mississauga, ON L5A 2X8",1350000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"5035 Mariner Ct, Mississauga, ON L5R 2R1",779900.0,3 bds3 ba780 sqft- House for sale,3.0,3.0,House,Mississauga
"335 Rathburn Rd W #2305, Mississauga, ON L5B 0C8",590000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2173 Shawanaga Trl, Mississauga, ON L5H 3X6",3850000.0,4 bds6 ba- House for sale,4.0,6.0,House,Mississauga
"Westport, Mississauga, ON L5G 3G1",500000.0,Studio-- ba- Condo for sale,,,Condo,Mississauga
"Exchange District 2 151 City Centre Dr, Mississauga, ON L5B 1M7",790400.0,2 bds1 ba720 sqft- Condo for sale,2.0,1.0,Condo,Mississauga
"1035 Southdown Rd #609, Mississauga, ON L5J 0A2",943900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1035 Southdown Rd #313, Mississauga, ON L5J 0A2",724900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"5079 Preservation Cir, Mississauga, ON L5M 7T5",1129850.0,"4 bds1 ba2,497 sqft- House for sale",4.0,1.0,House,Mississauga
"208 Enfield Pl #3810, Mississauga, ON L5B 0G8",699000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1035 Southdown Rd #1511, Mississauga, ON L5J 0A2",996900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1283 Mississauga Rd, Mississauga, ON L5H 2J1",2999999.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"Oro At Edge, Towers Mississauga, ON L5B 1L9",550000.0,1 bd1 ba565 sqft- Condo for sale,1.0,1.0,Condo,Towers Mississauga
"Stride & Towns 501 Lakeshore Blvd E, Mississauga, ON L5G 1H9",850000.0,Studio-- ba- Condo for sale,,,Condo,Mississauga
"60 Absolute Ave UNIT 801, Mississauga, ON L4Z 0A9",439000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Mississauga
"3065 Lenester Dr #8, Mississauga, ON L5C 2B8",499000.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Mississauga
"3504 Hurontario St #1709, Mississauga, ON L5B 0B9",469900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"5737 Macphee Rd, Mississauga, ON L5M 7B2",1149000.0,5 bds4 ba- House for sale,5.0,4.0,House,Mississauga
"8 Nahani Way #3108, Mississauga, ON L4Z 4K2",615000.0,2 bds2 ba634 sqft- Condo for sale,2.0,2.0,Condo,Mississauga
"4080 Living Arts Dr #1906, Mississauga, ON L5B 4N3",499000.0,1 bd1 ba632 sqft- Condo for sale,1.0,1.0,Condo,Mississauga
"1300 Bloor St W #2401, Mississauga, ON L4Y 3Z2",499000.0,"1 bd1 ba1,110 sqft- Condo for sale",1.0,1.0,Condo,Mississauga
"5119 Preservation Cir, Mississauga, ON L5M 7T4",1999999.0,4 bds10 ba- House for sale,4.0,10.0,House,Mississauga
"1819 Matena Ave, Mississauga, ON L5J 1G2",1285000.0,5 bds3 ba- House for sale,5.0,3.0,House,Mississauga
"1789 Christopher Rd, Mississauga, ON L5J 2K7",989999.0,4 bds2 ba- House for sale,4.0,2.0,House,Mississauga
"912 Deer Run, Mississauga, ON L5C 4B2",1099999.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"373 Louis Dr, Mississauga, ON L5B 1Z2",1049888.0,4 bds2 ba- House for sale,4.0,2.0,House,Mississauga
"2064 Waycross Cres, Mississauga, ON L5K 1H9",1299900.0,5 bds2 ba- House for sale,5.0,2.0,House,Mississauga
"2541 Windjammer Rd, Mississauga, ON L5L 1H7",1129900.0,"4 bds3 ba2,250 sqft- House for sale",4.0,3.0,House,Mississauga
"1551 Trotwood Ave, Mississauga, ON L5G 3Z8",1499000.0,"4 bds2 ba2,215 sqft- House for sale",4.0,2.0,House,Mississauga
"5434 Rose Ridge Cres, Mississauga, ON L5M 7C3",1439000.0,5 bds4 ba- House for sale,5.0,4.0,House,Mississauga
"3172 Goretti Pl, Mississauga, ON L5M 0V8",1500000.0,5 bds4 ba- House for sale,5.0,4.0,House,Mississauga
"1505 Brentano Blvd, Mississauga, ON L4X 1A3",1279000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"24 Elm St #3602, Mississauga, ON L5B 1L9",769000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1919 Britannia Rd W, Mississauga, ON L5M 1P4",1289000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"125 Vista Dr, Mississauga, ON L5M 1W2",1149800.0,4 bds2 ba- House for sale,4.0,2.0,House,Mississauga
"7405 Goreway Dr #520, Mississauga, ON L4T 0A3",539000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"824 Stargazer Dr, Mississauga, ON L5V 0B9",1549999.0,4 bds6 ba- House for sale,4.0,6.0,House,Mississauga
"5737 Macphee Rd, Mississauga, ON L5M 7B2",1149000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"562 Feathergrasss Cres, Mississauga, ON L4Z 3Y5",1699000.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"1547 Chalice Cres, Mississauga, ON L5C 1S2",988800.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"135 Hillcrest Ave #1905, Mississauga, ON L5B 4B1",499000.0,3 bds1 ba- Condo for sale,3.0,1.0,Condo,Mississauga
"3025 The Credit Woodlands Dr #353, Mississauga, ON L5C 2V3",518000.0,5 bds2 ba- Townhouse for sale,5.0,2.0,Townhouse,Mississauga
"709 Salinger Ct, Mississauga, ON L5W 1L4",1399000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"3888 Duke Of York Blvd #2521, Mississauga, ON L5B 4P5",639900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"4011 Brickstone Mews #3209, Mississauga, ON L5B 0J7",509900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
